POSSEQ156	1	JJ NN IN DT NN IN JJ NNP NNS
POSSEQ157	1	JJ NN IN DT NN IN NN
POSSEQ158	1	JJ NN IN DT NN IN NNS CC NN NNS
POSSEQ159	1	JJ NN IN DT NN NN IN DT NNP NN IN DT CD ( NN , NN ) CD NN
POSSEQ160	1	JJ NN IN DT NN NN VBN IN CD IN DT CD NNS
POSSEQ161	1	JJ NN IN DT NNP CC JJ NN
POSSEQ162	1	JJ NN IN DT NNS
POSSEQ163	1	JJ NN IN DT NNS IN DT NN
POSSEQ164	1	JJ NN IN DT NNS IN NNP NN NNS
POSSEQ165	1	JJ NN IN DT NNS NNS
POSSEQ166	1	JJ NN IN DT NNS VBD VBN RB
POSSEQ167	1	JJ NN IN JJ JJ NN NN
POSSEQ168	1	JJ NN IN JJ NN
POSSEQ169	1	JJ NN IN JJ NN IN DT NN NNS
POSSEQ170	1	JJ NN IN JJ NN NNS IN DT NN NN
POSSEQ171	1	JJ NN IN JJ NNP
POSSEQ172	1	JJ NN IN JJ NN VBG
POSSEQ173	1	JJ NN IN JJ VBG NN
POSSEQ174	1	JJ NN IN NN IN DT JJ NNS
POSSEQ175	1	JJ NN IN NN IN NNS
POSSEQ176	1	JJ NN IN NN NN CC NN NN
POSSEQ177	1	JJ NN IN NN NN NN
POSSEQ178	1	JJ NN IN NN NN NN NN CC NN
POSSEQ179	1	JJ NN IN NN NNS ( NNP ) IN NN NNS VBN IN DT NN
POSSEQ180	1	JJ NN IN NN NN TO VB DT NN NNS IN DT NN
POSSEQ181	1	JJ NN IN NNP IN JJ NN NN
POSSEQ182	1	JJ NN IN NNP NN
POSSEQ183	1	JJ NN IN NNP NNP
POSSEQ184	1	JJ NN IN NNP VBG
POSSEQ185	1	JJ NN IN NNS IN DT VBG NN NN ( NN )
POSSEQ186	1	JJ NN IN NNS NNS
POSSEQ187	1	JJ NN IN VBG
POSSEQ188	1	JJ NN IN VBN NNS
POSSEQ189	1	JJ NN JJ NN VBG NN
POSSEQ190	1	JJ NN MD RB VB DT NN IN DT NNS
POSSEQ191	1	( JJ ) NN NN
POSSEQ192	1	JJ NN NN .
POSSEQ193	1	JJ NN NN CC JJ NNS
POSSEQ194	1	JJ NN NN CC NN
POSSEQ195	1	JJ NN NN IN DT NN
POSSEQ196	1	JJ NN NN IN DT NN NN
POSSEQ197	1	JJ NN NN IN DT NNP JJ NNS
POSSEQ198	1	JJ NN NN IN DT VBN NN
POSSEQ199	1	JJ NN NN IN JJ NN IN DT NN IN JJ CC JJ NNS
POSSEQ200	1	JJ NN NN IN JJ NN NNS VBD TO JJ NNS
POSSEQ201	1	JJ NN NN IN NN NN
POSSEQ202	1	JJ NN NN JJ NN
POSSEQ203	1	JJ NN NN NN IN DT VBN JJ NN NNS
POSSEQ204	1	JJ NN NN NN NN
POSSEQ205	1	JJ NN NN NNP
POSSEQ206	1	JJ NN NN ( NNP ) NN
POSSEQ207	1	JJ NN NN ( NNP NNP ) NNS
POSSEQ208	1	JJ NN NNP
POSSEQ209	1	JJ NN NNP NN
POSSEQ210	1	JJ NN NNP NN NN NNS
POSSEQ211	1	JJ NN NNP NNP
POSSEQ212	1	JJ NN NNP NNP NN
POSSEQ213	1	JJ NN NNP NNP NNP CD
POSSEQ214	1	JJ NN NNS ,
POSSEQ215	1	JJ NN NNS IN JJ JJ NNS NNP
POSSEQ216	1	JJ NN NNS IN NN NNS
POSSEQ217	1	JJ NN NNS IN NNP
POSSEQ218	1	JJ NN NNS IN NNP CC NNP
POSSEQ219	1	JJ NN NNS NN .
POSSEQ220	1	JJ NN NNS VBN IN JJ NNS
POSSEQ221	1	JJ NN NNS VBP VBN
POSSEQ222	1	JJ NN NN VBG
POSSEQ223	1	JJ NN NN VBG IN VBG DT NN VBG IN NNP CC VB
POSSEQ224	1	JJ NN NN VBN IN DT NN NN
POSSEQ225	1	JJ NN NN VBN IN NN NN VBZ VBN
POSSEQ226	1	JJ NN NN VBZ VBN IN DT NN NN NN
POSSEQ227	1	JJ NNP CC NN NNS
POSSEQ228	1	JJ NNP ( CD )
POSSEQ229	1	JJ NNP IN DT JJ NN
POSSEQ230	1	JJ NNP JJ NN NN
POSSEQ231	1	JJ NNP JJ NNS IN NN
POSSEQ232	1	JJ NNP NN IN NN VBG DT JJ NN IN DT NN NN NN
POSSEQ233	1	JJ NNP NNP NN
POSSEQ234	1	JJ NNP NNP NN NN
POSSEQ235	1	JJ NNP NNP NNP NN
POSSEQ236	1	JJ NNP NNP ( NNP ) NN ( JJ ) NN ( NNP ) NNP ( CD ) IN NNP NNP VBD $ CD
POSSEQ237	1	JJ NNP NNPS
POSSEQ238	1	JJ NNP NN TO DT NN NN CC DT NN NNS VBZ RB VBN
POSSEQ239	1	JJ NNP NN VBG NNS
POSSEQ240	1	JJ NNP VBD NN NN
POSSEQ241	1	JJ NNP VBN NNS
POSSEQ242	1	JJ NN RP
POSSEQ243	1	JJ NNS CC VB DT NN NNS
POSSEQ244	1	JJ NNS IN DT CD NNP NNS
POSSEQ245	1	JJ NNS IN DT JJ JJ NN
POSSEQ246	1	JJ NNS IN DT JJ NN NN
POSSEQ247	1	JJ NNS IN DT JJ NN NN IN NNS
POSSEQ248	1	JJ NNS IN DT JJ NNP NNP ( NNP ) , NNP NNP CC DT NN
POSSEQ249	1	JJ NNS IN DT NN
POSSEQ250	1	JJ NNS IN DT NN CC NN IN NNP NNS
POSSEQ251	1	JJ NNS IN DT NN CC VBN NN NNS
POSSEQ252	1	JJ NNS IN DT NN NN
POSSEQ253	1	JJ NNS IN DT NN NN NNS
POSSEQ254	1	JJ NNS IN DT NN NNP
POSSEQ255	1	JJ NNS IN DT NNS
POSSEQ256	1	JJ NNS IN JJ CC DT NN VBG NNP NN VBG JJ NN NNS CC NN NN TO VB DT IN NN
POSSEQ257	1	JJ NNS IN JJ CC JJ NNS
POSSEQ258	1	JJ NNS IN NN JJ NN NN
POSSEQ259	1	JJ NNS IN NNP
POSSEQ260	1	JJ NNS IN NNS CC NNS
POSSEQ261	1	JJ NNS IN NNS IN DT NN VBP JJ
POSSEQ262	1	JJ NNS IN RB VBN VBP NNS
POSSEQ263	1	JJ NNS IN VBG NNS
POSSEQ264	1	JJ NNS JJ JJ NN
POSSEQ265	1	JJ NNS NN IN NN
POSSEQ266	1	JJ NNS RB IN JJ NN NNS
POSSEQ267	1	JJ NNS RB IN NNP NN NNS
POSSEQ268	1	JJ NNS TO DT NN NN
POSSEQ269	1	JJ NNS TO VB DT NNP JJ
POSSEQ270	1	JJ NNS VBD VBN
POSSEQ271	1	JJ NNS VBG DT JJ NN IN JJ NNS
POSSEQ272	1	JJ NNS VBN IN DT NN POS
POSSEQ273	1	JJ NNS VBN IN JJ JJ NNS VBP ( NN ) IN VBG PRP$ NNS IN DT NN NN
POSSEQ274	1	JJ NNS VBP RB IN DT NN IN NNS IN JJ JJ NN
POSSEQ275	1	JJ NNS VBP RB JJ
POSSEQ276	1	JJ NN TO DT JJ NN NN TO VB JJ JJ NN NN
POSSEQ277	1	JJ NN TO VB DT NN IN NN VBN IN NNP NN
POSSEQ278	1	JJ NN TO VB JJ NN
POSSEQ279	1	JJ NN TO VB JJ NN NN
POSSEQ280	1	JJ NN , VBD NN CC JJ NN NNS
POSSEQ281	1	JJ NN VBG IN DT JJ NN NNP
POSSEQ282	1	JJ NN VBG IN DT NN
POSSEQ283	1	JJ NN VBG NN NNS
POSSEQ284	1	JJ NN VBN IN DT JJ NNS IN DT NN NN
POSSEQ285	1	JJ NN VBP NN
POSSEQ286	1	JJ NN VBZ RP
POSSEQ287	1	JJ PRP VBZ
POSSEQ288	1	JJ RB
POSSEQ289	1	JJ RB IN DT JJ NN
POSSEQ290	1	JJR DT NN IN DT JJ NN
POSSEQ291	1	JJR JJ NNS
POSSEQ292	1	JJR JJ NN VBG
POSSEQ293	1	JJR NN
POSSEQ294	1	JJR NN CC JJ NN
POSSEQ295	1	JJR NN JJ NNS
POSSEQ296	1	JJR NN NNS
POSSEQ297	1	JJS JJ NN
POSSEQ298	1	JJS JJ NNS
POSSEQ299	1	JJS NN JJ NN
POSSEQ300	1	JJS NN NN NNS
POSSEQ301	1	JJS NN NNS
POSSEQ302	1	JJ TO JJ NN NN
POSSEQ303	1	JJ VBD JJ NNS
POSSEQ304	1	JJ VBD NN
POSSEQ305	1	JJ VBG IN DT NN IN DT JJ NN
POSSEQ306	1	JJ VBG JJ NN NNS
POSSEQ307	1	JJ VBG NN NN
POSSEQ308	1	JJ VBG NN NNS
POSSEQ309	1	JJ VBG VBG
POSSEQ310	1	JJ VBN NN NN NN
POSSEQ311	1	JJ VBP JJ NN
POSSEQ312	1	JJ WDT VBZ JJ IN DT JJ NN
POSSEQ313	1	MD VB DT NN
POSSEQ314	1	( NN
POSSEQ315	1	NN CC DT NN .
POSSEQ316	1	NN CC DT NN CC DT NN IN JJS NNS IN DT NN NN
POSSEQ317	1	NN CC DT NN IN NN NN NN
POSSEQ318	1	NN CC DT NN NNS
POSSEQ319	1	NN CC JJ JJ NN NN
POSSEQ320	1	NN CC JJ NN
POSSEQ321	1	NN CC JJ NN IN NNP NNS VBN IN NNP
POSSEQ322	1	NN CC NN IN DT NNS
POSSEQ323	1	NN , CC NN IN NN , IN DT NN
POSSEQ324	1	NN CC NN IN NN NN
POSSEQ325	1	NN CC NN JJ NN
POSSEQ326	1	NN CC NN MD VB VBN
POSSEQ327	1	NN CC NN NN NN
POSSEQ328	1	NN CC NNP NN
POSSEQ329	1	NN CC NNS IN DT NNS
POSSEQ330	1	NN CC RB JJ NNS
POSSEQ331	1	NN CC RB VB DT NN NN
POSSEQ332	1	NN CC VBD
POSSEQ333	1	NN CC VBD JJ NNS
POSSEQ334	1	NN CC VB DT NN JJ NN NN NN
POSSEQ335	1	NN CC VBG NN
POSSEQ336	1	NN CC VBG NN IN JJ NN NNS
POSSEQ337	1	NN CC VBG NNS
POSSEQ338	1	NN CC VB NNS
POSSEQ339	1	NN CD
POSSEQ340	1	NN DT JJ CC JJ NNS
POSSEQ341	1	NN DT JJ JJ NN NN
POSSEQ342	1	NN DT JJ NN
POSSEQ343	1	NN DT JJ NN IN DT JJ NN NN
POSSEQ344	1	NN DT JJ NN IN JJ NNS
POSSEQ345	1	NN DT JJ NN NN
POSSEQ346	1	NN DT NN IN DT JJ NN
POSSEQ347	1	NN DT NN IN JJ JJ NNS TO VB NNS CC NNS
POSSEQ348	1	NN DT NN IN JJ NN NNS ( NN , NNP , NN , NN )
POSSEQ349	1	NN DT NN IN NN NNS IN DT JJ NN IN JJ NNP NNS
POSSEQ350	1	NN DT NN NN NN
POSSEQ351	1	NN DT NN NN RB
POSSEQ352	1	NN DT NN NNS
POSSEQ353	1	NN DT NNS
POSSEQ354	1	NN DT NNS IN DT JJ NNS
POSSEQ355	1	NN DT RBS JJ NNS
POSSEQ356	1	NN DT VBN NNS IN DT NNS IN JJ NNS
POSSEQ357	1	NN IN CC NN IN NNP NNS
POSSEQ358	1	NN IN CC RB DT RB JJ NN VBN IN DT NNS VBP JJ NN JJ NN
POSSEQ359	1	NN IN CD NN NNS
POSSEQ360	1	NN IN CD NN NNS VBZ IN DT NN IN JJ NN
POSSEQ361	1	NN IN CD NNS DT NN
POSSEQ362	1	NN IN DT JJ
POSSEQ363	1	NN IN DT JJ JJ
POSSEQ364	1	NN IN DT JJ JJ JJ NN
POSSEQ365	1	NN IN DT JJ JJ VBG DT NN NNS IN NN RB
POSSEQ366	1	NN IN DT JJ NN DT JJ VBN NN
POSSEQ367	1	NN IN DT JJ NN IN CD JJ NNS
POSSEQ368	1	NN IN DT JJ NN IN DT JJ NN IN NN
POSSEQ369	1	NN IN DT JJ NN IN DT JJ NN NN
POSSEQ370	1	NN IN DT JJ NN IN DT NN
POSSEQ371	1	NN IN DT JJ NN IN JJ NN IN DT JJ NN NN
POSSEQ372	1	NN IN DT JJ NN IN NNS
POSSEQ373	1	NN IN DT JJ NN NNS
POSSEQ374	1	NN IN DT JJ NNP JJ NN
POSSEQ375	1	NN IN DT JJ NNP NN IN NNP
POSSEQ376	1	NN IN DT JJ NNS CC DT NNS IN DT JJ NN NN NN
POSSEQ377	1	NN IN DT JJ NNS IN DT NN NN
POSSEQ378	1	NN IN DT JJ NNS IN JJ NN VBP CD NNS CC JJ NN VBP CD NN , VBN IN DT JJ NN NN VBD CD NN
POSSEQ379	1	NN IN DT JJ NNS , NNS CC NNS IN DT JJ NNS
POSSEQ380	1	NN IN DT JJ NN VBG DT JJ NN NN
POSSEQ381	1	NN IN DT JJS NN NN
POSSEQ382	1	NN IN DT JJS NNS
POSSEQ383	1	NN IN DT NN CC NN NNS
POSSEQ384	1	NN IN DT NN IN DT NN : NN NN
POSSEQ385	1	NN IN DT NN IN DT NNP NNS
POSSEQ386	1	NN IN DT NN IN JJ NN NNS
POSSEQ387	1	NN IN DT NN IN JJ NNS IN IN DT JJ NN IN NNS
POSSEQ388	1	NN IN DT NN IN NN CC JJ NNS
POSSEQ389	1	NN IN DT NN IN NNS IN NN NNS
POSSEQ390	1	NN IN DT NN IN NNS TO ( IN ) NN
POSSEQ391	1	NN IN DT NN IN VBG NNS
POSSEQ392	1	NN IN DT NN JJ NNS
POSSEQ393	1	NN IN DT NN NN IN DT JJ NN
POSSEQ394	1	NN IN DT NN NN IN JJ NN
POSSEQ395	1	NN IN DT NN NN IN NN
POSSEQ396	1	NN IN DT NN NN IN NN TO DT NNS WDT VBP DT NN NN
POSSEQ397	1	NN IN DT NN NN NNP NN NN VBZ JJ TO NN NN
POSSEQ398	1	NN IN DT NN NN NN , VBP NNS CC JJ NN NNS
POSSEQ399	1	NN , IN DT NN NNS IN NNS CC NNS VBP IN JJ
POSSEQ400	1	NN IN DT NN NN VBN IN DT NNP NNS
POSSEQ401	1	NN IN DT NNP
POSSEQ402	1	NN IN DT NNP NN
POSSEQ403	1	NN IN DT NNP NN IN DT NN IN DT JJ NN IN NN
POSSEQ404	1	NN IN DT NNP NN NN
POSSEQ405	1	NN IN DT NNP NN NN VBD IN CD JJ NNS WDT VBP VBN TO DT NN CC TO DT NN IN DT JJ NN
POSSEQ406	1	NN IN DT NNP NNP NN
POSSEQ407	1	NN IN DT NNP NNS
POSSEQ408	1	NN IN DT NN POS NN
POSSEQ409	1	NN IN DT NNP VBN NN
POSSEQ410	1	NN IN DT NNS IN NNS
POSSEQ411	1	NN IN DT NN TO PRP$ NN NN
POSSEQ412	1	NN IN DT RB JJ NN NN
POSSEQ413	1	NN IN DT VBG NN IN NN CC JJ JJ NNS
POSSEQ414	1	NN IN DT VBG NN NN NN
POSSEQ415	1	NN IN DT VBN JJ NN
POSSEQ416	1	NN IN JJ CC JJ NN
POSSEQ417	1	NN IN JJ JJ JJ NNS
POSSEQ418	1	NN IN JJ JJ NN NNS
POSSEQ419	1	NN IN JJ NN CC RB VB
POSSEQ420	1	NN IN JJ NN IN JJ NNS IN JJ NN IN NN NNS
POSSEQ421	1	NN IN JJ NN IN JJ VBG NNS .
POSSEQ422	1	NN IN JJ NN IN NN
POSSEQ423	1	NN IN JJ NN IN NN CC NN IN NN CC NN
POSSEQ424	1	NN IN JJ NN JJ NN IN DT NN NN
POSSEQ425	1	NN IN JJ NN JJ NN NN NN NN IN NN NN IN JJ NN
POSSEQ426	1	NN IN JJ NN NN NN NNS
POSSEQ427	1	NN IN JJ NN NNS IN DT NN
POSSEQ428	1	NN IN JJ NN NNS IN DT NN NN NN
POSSEQ429	1	NN IN JJ NN NNS IN JJ JJ
POSSEQ430	1	NN IN JJ NN NNS IN NNP NN
POSSEQ431	1	NN IN JJ NN NN TO DT JJ NNS
POSSEQ432	1	NN IN JJ NNP
POSSEQ433	1	NN IN JJ NNP NN
POSSEQ434	1	NN IN JJ NNP NN NN
POSSEQ435	1	NN IN JJ NNP NN NN IN NN NNS
POSSEQ436	1	NN IN JJ NNP TO VB NNP
POSSEQ437	1	NN IN JJ NNP TO VB NNS
POSSEQ438	1	NN IN JJ NNS CC DT JJ NN VBD VBN , JJ IN DT JJ NN NN
POSSEQ439	1	NN IN JJ NNS IN DT NN
POSSEQ440	1	NN IN JJ NNS IN DT NN IN JJ NNS
POSSEQ441	1	NN IN JJ NNS IN JJ JJ NN
POSSEQ442	1	NN IN JJ NNS MD VB CC VB DT NN NN
POSSEQ443	1	NN IN JJR JJ NN NNS
POSSEQ444	1	NN IN JJ VBG NNS
POSSEQ445	1	NN IN NN CC DT NN IN PRP$ JJ NN
POSSEQ446	1	NN IN NN IN CD NN
POSSEQ447	1	NN IN NN IN DT NN CC VBG DT NN IN DT NN IN NNP
POSSEQ448	1	NN IN NN IN JJ NN
POSSEQ449	1	NN IN NN IN JJ NN VBZ VBN
POSSEQ450	1	NN IN NN IN NN NN
POSSEQ451	1	NN IN NN IN NN NNS
POSSEQ452	1	NN IN NN IN NNP
POSSEQ453	1	NN IN NN NN NNS NN NNS
POSSEQ454	1	NN IN NN NNP NN
POSSEQ455	1	NN IN NN NN VBG JJ NNS IN RB VBN NNP NNS
POSSEQ456	1	NN IN NNP CC DT NN IN NNP
POSSEQ457	1	NN IN NNP IN VBG NNS
POSSEQ458	1	NN IN NNP NN NN .
POSSEQ459	1	NN IN NNP NNS IN NNP
POSSEQ460	1	NN IN NNP TO VB
POSSEQ461	1	NN IN NNP VBD NNS
POSSEQ462	1	NN IN NNS CC JJ NN NN
POSSEQ463	1	NN IN NNS CC JJ NNS
POSSEQ464	1	NN IN NNS CC NN NNS
POSSEQ465	1	NN IN NNS CC NNP
POSSEQ466	1	NN IN NNS IN CD IN DT JJ NN IN CD TO CD NNP
POSSEQ467	1	NN IN NNS IN JJ NN
POSSEQ468	1	NN IN NNS IN JJ NNS VBP
POSSEQ469	1	NN IN NNS NNS
POSSEQ470	1	NN IN NNS VBN
POSSEQ471	1	NN IN NNS , VBN IN JJ NN
POSSEQ472	1	NN IN NN VBN NN
POSSEQ473	1	NN IN PRP$ NN NNS IN DT NNS
POSSEQ474	1	NN IN PRP VBP RB DT VBN NNS
POSSEQ475	1	NN IN RB JJ NNS
POSSEQ476	1	NN IN VBG JJ JJ NN NNS
POSSEQ477	1	NN IN VBG JJ NNS
POSSEQ478	1	NN IN VBG NN
POSSEQ479	1	NN IN VBG NN NN NN POS JJ NNS
POSSEQ480	1	NN IN VBG RB NNP NN
POSSEQ481	1	NN IN VBN ( NN ) NNS
POSSEQ482	1	NN IN WP VBZ VBG IN IN NN
POSSEQ483	1	NN IN WRB NNS IN NN MD VB VBN
POSSEQ484	1	NN JJ CC JJ NNS
POSSEQ485	1	NN JJ CC NN JJ NNS
POSSEQ486	1	NN ( JJ NN )
POSSEQ487	1	NN JJ NN IN DT VBG JJ NN
POSSEQ488	1	NN JJ NN NN NN
POSSEQ489	1	NN JJ NN NN ( NN ) NN
POSSEQ490	1	NN , JJ , NN ( NNP CC NNP NNP CD NN ) CC NN ( NNP ) NN NNS
POSSEQ491	1	NN ( JJ NN ) NNS
POSSEQ492	1	NN JJ NN NNS
POSSEQ493	1	NN JJ NNP
POSSEQ494	1	NN , JJ NNS
POSSEQ495	1	NN JJ NNS IN DT JJ NN CC DT NN NN
POSSEQ496	1	NN JJ NNS IN JJ NNS
