POSREGEX55 1	NN\ DT\ NN\ IN\ (JJ)+\ NNS\ TO\ VB\ NNS\ CC\ NNS
POSREGEX56 1	NNP\ CC\ NNP\ JJ\ NNS
POSREGEX57 1	NN\ IN\ (NN)+\ NNS\ NN\ NNS
POSREGEX58 1	NN\ TO\ DT\ NNS\ IN\ NN
POSREGEX59 1	NN\ \,\ CC\ NN\ IN\ NN\ \,\ IN\ DT\ NN
POSREGEX60 1	JJ\ NNS\ VBP\ RB\ JJ
POSREGEX61 1	NN\ IN\ DT\ JJ\ NNP\ NN\ IN\ NNP
POSREGEX62 1	NN\ CC\ RB\ VB\ DT\ (NN)+
POSREGEX63 1	VBG\ (JJ)+\ NN\ NNS\ IN\ DT\ (JJ)+\ NN
POSREGEX64 1	JJR\ NN
POSREGEX65 1	VBN\ CC\ JJ\ NN\ NNP\ NN\ VBG\ NN
POSREGEX66 1	NN\ CC\ VBD
POSREGEX67 1	NN\ CC\ DT\ NN\ IN\ (NN)+
POSREGEX68 1	VBN\ VBG
POSREGEX69 1	JJ\ NN\ CC\ NNS\ IN\ DT\ NN\ IN\ DT\ JJ\ (NN)+\ TO\ DT\ IN\ JJ\ NN
POSREGEX70 1	(NN)+\ VBN
POSREGEX71 1	NNS\ WDT\ VBP\ RB\ VBG\ NNS\ IN\ DT\ (NN)+
POSREGEX72 1	VBN\ RB\ VBN\ NN
POSREGEX73 1	NNP\ VBD\ JJ
POSREGEX74 1	JJ\ NN\ VBG\ NN\ NNS
POSREGEX75 1	NNS\ IN\ DT\ JJ\ NN\ IN\ DT\ VBN\ NN\ VBN\ IN\ DT\ NN\ NNP
POSREGEX76 1	VBN\ NN\ VBZ\ VBN
POSREGEX77 1	VB\ DT\ NN\ IN\ NN
POSREGEX78 1	DT\ RBS\ JJ\ \,\ JJ\ \,\ CC\ JJ\ NNP\ NNS
POSREGEX79 1	VB\ (IN)+\ NN\ NNS
POSREGEX80 1	VB\ JJ\ NN\ CC\ PRP\$\ NN
POSREGEX81 1	NN\ IN\ DT\ JJS\ NNS
POSREGEX82 1	VB\ DT\ JJ\ NN\ IN\ DT\ JJ\ (NN)+\ IN\ NNP
POSREGEX83 1	NN\ CC\ DT\ NN\ CC\ DT\ NN\ IN\ JJS\ NNS\ IN\ DT\ (NN)+
POSREGEX84 1	VBG\ JJ\ NN\ IN\ NN
POSREGEX85 1	DT\ NN\ VBZ\ DT\ JJ\ NN\ \,\ NNP\ \,\ CC\ DT\ (NN)+\ \,\ NNP
POSREGEX86 1	\$\ CD\ JJ\ NN\ \(\ NNP\ \)\ (NN)+
POSREGEX87 1	VBN\ JJ\ NN\ IN\ JJ\ NN\ NNS
POSREGEX88 1	IN\ DT\ NN\ DT\ NN\ VBZ\ IN\ DT\ (NN)+\ IN\ JJ\ NNS
POSREGEX89 1	NNP\ \(\ NNP\ \)\ VBP\ NN
POSREGEX90 1	VB\ DT\ (NN)+\ VBP\ NN\ IN\ NNS
POSREGEX91 1	VB\ NN\ IN\ DT\ (NN)+
POSREGEX92 1	JJ\ CD\ IN\ CD\ JJ\ NNS
POSREGEX93 1	NN\ NNS\ IN\ NN
POSREGEX94 1	JJ\ NNP\ \(\ CD\ \)
POSREGEX95 1	DT\ JJ\ NN\ IN\ DT\ NN\ NNS\ IN\ DT\ NN
POSREGEX96 1	NNP\ JJ\ NNS\ IN\ NNP\ NN
POSREGEX97 1	VB\ DT\ NN\ \,\ NN\ CC\ NN
POSREGEX98 1	RB\ VBG\ NNP\ NNS
POSREGEX99 1	JJ\ NN\ CC\ VB\ JJ\ NNS
POSREGEX100 1	VBG\ CC\ VBG\ (JJ)+\ \,\ JJ\ NNS
POSREGEX101 1	VBN\ JJ\ IN\ NNP\ CC\ NNP
POSREGEX102 1	NN\ IN\ NNS\ VBN
POSREGEX103 1	VB\ DT\ NN\ IN\ DT\ VBN\ NNP\ NN
POSREGEX104 1	NNS\ VBP\ RB\ VBN
POSREGEX105 1	NNP\ \(\ JJ\ NNP\ \)\ NN
POSREGEX106 1	(NN)+\ VBZ\ TO\ VB\ VBN\ RB\ IN\ DT\ NNP
POSREGEX107 1	NN\ IN\ JJ\ VBG\ NNS
POSREGEX108 1	JJ\ NNP\ NN\ TO\ DT\ (NN)+\ CC\ DT\ NN\ NNS\ VBZ\ RB\ VBN
POSREGEX109 1	NN\ IN\ NNS\ CC\ JJ\ NNS
POSREGEX110 1	VBN\ IN\ CD\ IN\ NNS\ (IN)+\ TO\ CD
POSREGEX111 1	NNP\ \,\ NNP\ CC\ NNP
POSREGEX112 1	NN\ IN\ NNS\ IN\ JJ\ NNS\ VBP
POSREGEX113 1	NNP\ POS\ (NNP)+
POSREGEX114 1	NN\ \,\ NNP\ \(\ NN\ \)\ NNP\ \(\ NN\ \,\ NN\ \)\ NN\ \(\ JJ\ \)
POSREGEX115 1	VBG\ DT\ JJ\ NN\ IN\ NN
POSREGEX116 1	DT\ NN\ IN\ DT\ NNP\ NN
POSREGEX117 1	NN\ IN\ DT\ NN\ IN\ JJ\ NN\ NNS
POSREGEX118 1	(NN)+\ VBZ\ VBN
POSREGEX119 1	JJ\ VBD\ NN
POSREGEX120 1	NN\ CC\ JJ\ NN\ IN\ NNP\ NNS\ VBN\ IN\ NNP
POSREGEX121 1	JJ\ NN\ IN\ DT\ NNP\ CC\ JJ\ NN
POSREGEX122 1	NNP\ VBD
POSREGEX123 1	VB\ DT\ NNS\ IN\ VBG\ DT\ JJ\ NNS
POSREGEX124 1	VBG\ DT\ NN\ IN\ \,\ UH\ \,\ CD\ VBG\ NN\ IN\ DT\ RB\ JJ\ NN
POSREGEX125 1	JJ\ PRP\ VBZ
POSREGEX126 1	(NN)+\ VBP\ NNS
POSREGEX127 1	VBG\ JJ\ NNS\ IN\ DT\ JJ\ NN
POSREGEX128 1	VB\ DT\ JJ\ NN\ VBG\ DT\ JJ\ CC\ (JJ)+\ NNS
POSREGEX129 1	NN\ CC\ VB\ NNS
POSREGEX130 1	FW\ NNP\ CC\ JJ\ NNP\ NN
POSREGEX131 1	VB\ DT\ VBN\ NN
POSREGEX132 1	NN\ CC\ DT\ NN\ NNS
POSREGEX133 1	NNP\ VBD\ JJ\ NNS
POSREGEX134 1	NNS\ VBP\ DT\ NN
POSREGEX135 1	CD\ JJ\ NN\ NNS
POSREGEX136 1	NNP\ NNS\ IN\ JJ
POSREGEX137 1	RB\ JJ\ NN\ CD\ NN\ NNP\ NN
POSREGEX138 1	NNP\ NN\ CC\ JJ\ NN
POSREGEX139 1	VBN\ CD\ JJ\ NN\ NNS\ IN\ JJ\ NNS
POSREGEX140 1	JJ\ VBP\ JJ\ NN
POSREGEX141 1	JJ\ CC\ (NNP)+
POSREGEX142 1	VBN\ IN\ NN\ IN\ NNS\ CC\ RB\ JJ\ IN\ NNS\ IN\ JJ\ NNS
POSREGEX143 1	NNS\ IN\ NNP\ CC\ DT\ NN\ NNS
POSREGEX144 1	NNS\ VBG\ VBD\ NNS
POSREGEX145 1	NN\ DT\ RBS\ JJ\ NNS
POSREGEX146 1	JJ\ CC\ NN\ VBN\ NN\ NNS
POSREGEX147 1	(NN)+\ \,\ NN\ \,\ JJ\ NN
POSREGEX148 1	JJ\ NN\ IN\ NN\ IN\ DT\ JJ\ NNS
POSREGEX149 1	NNS\ IN\ DT\ NN\ IN\ (NN)+
POSREGEX150 1	NN\ IN\ NNS\ CC\ NN\ NNS
POSREGEX151 1	NN\ IN\ DT\ (NN)+\ IN\ JJ\ NN
POSREGEX152 1	VB\ DT\ NN\ IN\ JJ\ (NN)+
POSREGEX153 1	VBG\ NNP\ CC\ NNP\ TO\ CD\ CC\ DT\ JJ\ NNP\ \(\ NNP\ \)\ (NN)+
POSREGEX154 1	JJ\ NNP\ VBD\ (NN)+
POSREGEX155 1	NN\ IN\ NN\ NNP\ NN
POSREGEX156 1	JJ\ NN\ NNS\ VBP\ VBN
POSREGEX157 1	NN\ IN\ DT\ NN\ IN\ DT\ NN\ \:\ (NN)+
POSREGEX158 1	DT\ NN\ NNS\ IN\ VBN\ JJ\ NNS
POSREGEX159 1	VBN\ NN\ IN\ JJ\ NNS
POSREGEX160 1	(JJ)+\ NN\ JJS\ (NN)+
POSREGEX161 1	NNS\ VBN\ IN\ \(\ CD\ \)\ CC\ \(\ CD\ \)\ VBP\ TO\ VB\ VBN
POSREGEX162 1	NNS\ IN\ DT\ RB\ VBN\ (NNP)+\ \,\ WRB\ DT\ (NN)+\ VBZ\ RB\ VBN
POSREGEX163 1	NN\ IN\ JJ\ NN\ CC\ RB\ VB
POSREGEX164 1	NNS\ VBD\ IN\ NNS
POSREGEX165 1	NN\ IN\ CD\ NNS\ DT\ NN
POSREGEX166 1	NN\ IN\ DT\ NN\ TO\ PRP\$\ (NN)+
POSREGEX167 1	JJ\ NN\ IN\ DT\ (JJ)+\ NN\ \,
POSREGEX168 1	NN\ VBD\ RB
POSREGEX169 1	NN\ IN\ JJ\ NN\ NNS\ IN\ (JJ)+
POSREGEX170 1	NN\ CC\ DT\ NN\ \.
POSREGEX171 1	JJ\ RB\ IN\ DT\ JJ\ NN
POSREGEX172 1	RB\ NNP\ IN\ (NN)+
POSREGEX173 1	VBG\ CC\ NN\ IN\ JJ\ NNS
POSREGEX174 1	NNS\ VBP\ JJ
POSREGEX175 1	NN\ CC\ NN\ JJ\ NN
POSREGEX176 1	RB\ JJ\ NNP\ NN
POSREGEX177 1	JJ\ NNS\ TO\ VB\ DT\ NNP\ JJ
POSREGEX178 1	(NN)+\ CD\ VBG\ (NN)+
POSREGEX179 1	NNS\ WRB\ VBG\ NNS\ IN\ (NN)+\ CC\ NN\ VBP\ VBN\ IN\ NNP\ VBP\ VBN
POSREGEX180 1	NN\ CC\ VBG\ NNS
POSREGEX181 1	NNP\ POS\ NNS\ IN\ NN
POSREGEX182 1	NNP\ VBD\ NNS
POSREGEX183 1	RB\ (JJ)+\ NNS\ \.
POSREGEX184 1	CD\ NN\ NNP
POSREGEX185 1	VBN\ VBD\ NN
POSREGEX186 1	VBG\ NN\ IN\ NN\ VBG\ NN
POSREGEX187 1	NNS\ CC\ VBZ\ DT\ JJ\ NN
POSREGEX188 1	NN\ VBG\ NN\ NNS\ IN\ (JJ)+\ NN\ NNS
POSREGEX189 1	NN\ DT\ JJ\ NN\ IN\ DT\ JJ\ (NN)+
POSREGEX190 1	NNP\ JJ\ NNP\ CC\ (NNP)+
POSREGEX191 1	NN\ IN\ DT\ JJ\ NNS\ IN\ JJ\ NN\ VBP\ CD\ NNS\ CC\ JJ\ NN\ VBP\ CD\ NN\ \,\ VBN\ IN\ DT\ JJ\ (NN)+\ VBD\ CD\ NN
POSREGEX192 1	VB\ IN\ NNS\ VBP\ JJ\ CC\ VB\ DT\ JJ\ NNS\ IN\ DT\ JJ\ NN
POSREGEX193 1	NNS\ IN\ RB\ VBN\ (NN)+
POSREGEX194 1	NN\ JJ\ (NN)+\ \(\ NN\ \)\ NN
POSREGEX195 1	(NN)+\ IN\ JJ\ NNS\ (NN)+
POSREGEX196 1	VB\ DT\ NN\ CC\ DT\ NN
POSREGEX197 1	NN\ IN\ DT\ JJ\ NN\ NNS
POSREGEX198 1	NN\ \,\ JJ\ NNS
POSREGEX199 1	JJ\ VBG\ JJ\ NN\ NNS
POSREGEX200 1	NN\ VBN\ NN\ NNS
POSREGEX201 1	JJ\ CC\ DT\ JJ\ NNS
POSREGEX202 1	NN\ IN\ DT\ JJ\ NN\ IN\ CD\ JJ\ NNS
POSREGEX203 1	RB\ VBG
POSREGEX204 1	JJ\ NNP\ CC\ NN\ NNS
POSREGEX205 1	IN\ CC\ IN\ VBG
POSREGEX206 1	NN\ JJ\ NN\ IN\ DT\ VBG\ JJ\ NN
POSREGEX207 1	RB\ \,\ JJ\ TO\ PRP\$\ (NN)+
POSREGEX208 1	RB\ JJ\ NNS\ TO\ VB\ (NN)+
POSREGEX209 1	NN\ \(\ JJ\ NN\ \)
POSREGEX210 1	NN\ RB\ VBG\ NN
POSREGEX211 1	VBG\ PRP\ TO\ VB\ NNS
POSREGEX212 1	JJ\ NN\ NNP\ (NN)+\ NNS
POSREGEX213 1	(NN)+\ NNS\ IN\ DT\ JJ\ NN
POSREGEX214 1	DT\ JJ\ NN\ (JJ)+\ IN\ JJ\ NN
POSREGEX215 1	NN\ RB\ IN\ DT\ JJ\ NN
POSREGEX216 1	VBG\ JJ\ NNP\ NNS
POSREGEX217 1	VBG\ DT\ NN\ IN\ NN\ IN\ NN
POSREGEX218 1	\(\ NNP\ \)\ CD
POSREGEX219 1	NN\ IN\ NNS\ IN\ JJ\ NN
POSREGEX220 1	DT\ JJ\ VBN\ NN
POSREGEX221 1	NN\ IN\ (NN)+\ VBG\ JJ\ NNS\ IN\ RB\ VBN\ NNP\ NNS
POSREGEX222 1	JJ\ TO\ JJ\ (NN)+
POSREGEX223 1	NN\ IN\ JJ\ NN\ IN\ JJ\ NNS\ IN\ JJ\ NN\ IN\ NN\ NNS
POSREGEX224 1	VBN\ IN\ DT\ NN\ IN\ DT\ NN\ NNS\ CC\ DT\ JJ\ NN
POSREGEX225 1	JJ\ NN\ IN\ DT\ NN\ CC\ NN\ IN\ DT\ NN
POSREGEX226 1	NN\ IN\ VBN\ \(\ NN\ \)\ NNS
POSREGEX227 1	(NN)+\ \,\ RB\ VBN\ DT\ NN\ IN\ DT\ JJ\ (NN)+
POSREGEX228 1	NN\ IN\ DT\ JJ\ NN\ VBG\ DT\ JJ\ (NN)+
POSREGEX229 1	JJ\ NNS\ NN\ IN\ NN
POSREGEX230 1	DT\ NN\ WRB\ DT\ NN\ VBZ\ DT\ (JJ)+\ NN\ VBZ\ VBN\ RB\ IN\ DT\ VBG\ JJ\ NNS\ WDT\ VBP\ RB\ VBN\ IN\ DT\ NN
POSREGEX231 1	VBG\ NN\ VBD\ NNS
POSREGEX232 1	VBN\ TO\ VB\ NN\ NNS
POSREGEX233 1	NN\ DT\ NN\ IN\ DT\ JJ\ NN
POSREGEX234 1	NNP\ NNS\ CC\ NNP\ NN
POSREGEX235 1	VBZ\ DT\ JJ\ NN\ IN\ DT\ (NN)+
POSREGEX236 1	JJ\ NN\ IN\ JJ\ NN\ NNS\ IN\ DT\ (NN)+
POSREGEX237 1	JJ\ NNS\ IN\ DT\ CD\ NNP\ NNS
POSREGEX238 1	NNS\ DT\ NN\ \,\ NN\ NNS
POSREGEX239 1	NN\ IN\ JJ\ NNS\ IN\ DT\ NN\ IN\ JJ\ NNS
POSREGEX240 1	NN\ IN\ DT\ (NN)+\ \,\ VBP\ NNS\ CC\ JJ\ NN\ NNS
POSREGEX241 1	(JJ)+\ NNS\ WDT\ VBP\ DT\ NN\ IN\ DT\ NN\ NNS
POSREGEX242 1	VBG\ DT\ JJ\ (NN)+\ IN\ JJ\ NN
POSREGEX243 1	(JJ)+\ NN\ JJ\ TO\ VB\ NN\ IN\ DT\ NN
POSREGEX244 1	JJ\ NNP\ NN\ IN\ NN\ VBG\ DT\ JJ\ NN\ IN\ DT\ (NN)+
POSREGEX245 1	JJ\ NNS\ IN\ DT\ NN\ NNP
POSREGEX246 1	VB\ JJ\ NN\ IN\ VBG\ DT\ NNS
POSREGEX247 1	RB\ JJS\ NN
POSREGEX248 1	NN\ IN\ JJ\ NN\ JJ\ (NN)+\ IN\ (NN)+\ IN\ JJ\ NN
POSREGEX249 1	JJ\ NN\ IN\ JJ\ NN\ VBG
POSREGEX250 1	VBN\ NN\ IN\ NN\ IN\ NNS
POSREGEX251 1	NN\ VBG\ NN\ IN\ DT\ JJ\ NN
POSREGEX252 1	NN\ IN\ DT\ NNP\ NNS
POSREGEX253 1	NN\ IN\ JJ\ NN\ IN\ NN\ CC\ NN\ IN\ NN\ CC\ NN
POSREGEX254 1	VBN\ TO\ \(\ CD\ \)\ NN
POSREGEX255 1	NN\ WDT\ VBZ\ IN\ NN\ DT\ NNS\ IN\ DT\ JJS\ NN\ NNS
POSREGEX256 1	JJ\ NN\ TO\ VB\ DT\ NN\ IN\ NN\ VBN\ IN\ NNP\ NN
POSREGEX257 1	VBG\ NN\ CC\ (NN)+\ VBD\ VBN\ CC\ PRP\$\ JJ\ NNS\ VBD\ VBN\ IN\ DT\ JJ\ NN\ NNS
POSREGEX258 1	JJ\ NN\ RP
POSREGEX259 1	UH\ NNS
POSREGEX260 1	CD\ IN\ NN\ NNS
POSREGEX261 1	NN\ IN\ VBG\ JJ\ NNS
POSREGEX262 1	JJ\ (NN)+\ IN\ JJ\ NN\ NNS\ VBD\ TO\ JJ\ NNS
POSREGEX263 1	VBG\ DT\ NN\ IN\ (NN)+\ NNS
POSREGEX264 1	VBG\ NNP\ NN
POSREGEX265 1	NNP\ \,\ NNP\ \(\ CD\ \)
POSREGEX266 1	JJR\ JJ\ NN\ VBG
POSREGEX267 1	JJ\ NN\ IN\ DT\ NN\ IN\ NNS\ CC\ NN\ NNS
POSREGEX268 1	VBG\ VBN\ IN\ NNP
POSREGEX269 1	NN\ IN\ DT\ VBG\ (NN)+
POSREGEX270 1	NN\ IN\ JJR\ JJ\ NN\ NNS
POSREGEX271 1	NNS\ IN\ DT\ NN\ JJ
POSREGEX272 1	NN\ IN\ DT\ NN\ IN\ NNS\ IN\ NN\ NNS
POSREGEX273 1	MD\ VB\ DT\ NN
POSREGEX274 1	VBG\ CD\ VBG\ NN
POSREGEX275 1	IN\ DT\ VBG\ NNS\ IN\ VBG\ JJ\ NNS
POSREGEX276 1	DT\ NN\ IN\ JJ\ NNS\ VBG\ VBD\ NNS
POSREGEX277 1	NN\ CC\ VBG\ NN
POSREGEX278 1	RB\ TO\ NNP\ (JJ)+\ NNP
POSREGEX279 1	VB\ DT\ NNP\ CC\ NNP\ NNS\ IN\ DT\ NN\ IN\ JJ\ NNS
POSREGEX280 1	NN\ VBD\ JJ\ NNS
POSREGEX281 1	NNP\ (NN)+\ IN\ NNP\ NN
POSREGEX282 1	VBG\ NN\ CC\ (NN)+\ VBD\ VBN
POSREGEX283 1	VBG\ DT\ (NN)+\ CC\ DT\ NN\ IN\ JJ\ NN\ NNS
POSREGEX284 1	VB\ DT\ VBG\ JJ\ NNS\ IN\ JJ\ NN
POSREGEX285 1	VB\ DT\ JJ\ NNS
POSREGEX286 1	NN\ TO\ DT\ NN\ IN\ NN
POSREGEX287 1	JJR\ JJ\ NNS
POSREGEX288 1	NNP\ (NN)+\ NNP\ VBD\ VBN
POSREGEX289 1	VBN\ IN\ DT\ (NNP)+
POSREGEX290 1	NN\ PRP
POSREGEX291 1	JJ\ (NN)+\ \(\ NNP\ \)\ NN
POSREGEX292 1	NNS\ JJ\ VBN\ (NN)+
POSREGEX293 1	(NN)+\ CC\ JJ\ NN\ \.
POSREGEX294 1	RB\ VBN\ IN\ DT\ NN
POSREGEX295 1	VBN\ IN\ DT\ NN\ IN\ NNP\ NN
POSREGEX296 1	CD\ NNS\ IN\ JJ\ NNS
POSREGEX297 1	(NN)+\ IN\ NNP\ CC\ NNP\ NNS
POSREGEX298 1	NNS\ VBG\ DT\ CD\ NN
POSREGEX299 1	VB\ DT\ JJ\ NN\ IN\ JJ\ NNP
POSREGEX300 1	VBG\ NNS\ IN\ JJ\ NNS
POSREGEX301 1	VB\ DT\ JJ\ NN\ IN\ JJ\ NNS
POSREGEX302 1	JJ\ NN\ IN\ NNP\ NN
POSREGEX303 1	NN\ IN\ PRP\$\ NN\ NNS\ IN\ DT\ NNS
POSREGEX304 1	VBZ\ DT\ (NN)+\ \,\ (NN)+\ CC\ (NN)+
POSREGEX305 1	NNP\ JJ\ NNP\ \(\ CD\ \)\ (NN)+
POSREGEX306 1	NNS\ VBP\ VBN\ TO\ PRP\$\ NN\ NNS
POSREGEX307 1	JJ\ NNP\ JJ\ (NN)+
POSREGEX308 1	NN\ NNS\ WDT\ VBP\ JJ\ IN\ JJ\ NNS
POSREGEX309 1	VB\ (NN)+\ \,
POSREGEX310 1	VBG\ JJ\ NNS\ CC\ VBG
POSREGEX311 1	PRP\$\ JJ\ NNS
POSREGEX312 1	VBG\ NN\ IN\ CD
POSREGEX313 1	VB\ DT\ IN\ DT\ NNS
POSREGEX314 1	NNP\ \(
POSREGEX315 1	NN\ VBN\ IN\ NNP\ CC\ NNP
POSREGEX316 1	NNS\ VBN\ IN\ NNP\ NNS
POSREGEX317 1	VB\ DT\ JJ\ NN\ TO\ DT\ JJ\ (NN)+\ IN\ VBG\ NNP\ NN
POSREGEX318 1	CD\ (NN)+\ IN\ DT\ JJ\ NN
POSREGEX319 1	JJ\ VBG\ IN\ DT\ NN\ IN\ DT\ JJ\ NN
POSREGEX320 1	VBN\ DT\ NNS\ IN\ CD\ (NN)+
POSREGEX321 1	VB\ PRP\$\ NN\ NNS
POSREGEX322 1	RB\ VBD\ NNS
POSREGEX323 1	VBN\ NN\ MD\ VB\ RB\ VBN\ IN\ DT\ NN\ IN\ DT\ NN
POSREGEX324 1	NNP\ JJ\ NN\ NNS
POSREGEX325 1	JJ\ NN\ CC\ JJ\ NN\ IN\ VBG
POSREGEX326 1	NN\ RB\ IN\ DT\ NNS\ IN\ NN
POSREGEX327 1	VBG\ DT\ JJ\ NNP\ NNS
POSREGEX328 1	NNP\ NN\ IN\ JJ\ NN\ IN\ DT\ (NN)+
POSREGEX329 1	VBN\ JJ\ NN\ IN\ DT\ (NN)+
POSREGEX330 1	RB\ CD\ JJ\ NNP
POSREGEX331 1	(JJ)+\ NNS\ CC\ NNS
POSREGEX332 1	DT\ NN\ IN\ DT\ JJ\ (NN)+\ IN\ NN
POSREGEX333 1	NNS\ VBG\ \,\ VBG\ CC\ VBG
POSREGEX334 1	VB\ NN\ IN\ NNS
POSREGEX335 1	NN\ IN\ JJ\ (NN)+\ TO\ DT\ JJ\ NNS
POSREGEX336 1	VB\ DT\ (JJ)+\ NN\ JJS\ (NN)+
POSREGEX337 1	NNP\ \,\ NNP\ \,\ NNP\ VBZ\ (RB)+\ IN\ DT\ NNP
POSREGEX338 1	NN\ VBZ\ PRP\ VBP\ VBN
POSREGEX339 1	JJ\ NN\ CC\ NNP\ VBG
POSREGEX340 1	JJ\ WDT\ VBZ\ JJ\ IN\ DT\ JJ\ NN
POSREGEX341 1	JJ\ NNS\ RB\ IN\ NNP\ NN\ NNS
POSREGEX342 1	JJ\ NNS\ VBG\ DT\ JJ\ NN\ IN\ JJ\ NNS
POSREGEX343 1	VBZ\ DT\ (NN)+\ IN\ JJ\ TO\ VB\ VBN
POSREGEX344 1	NNP\ \(\ DT\ NN\ \.\ \)
POSREGEX345 1	NN\ VBD\ CC\ JJ\ NN
POSREGEX346 1	VBG\ RB\ VBN\ JJ\ DT\ NN\ NNS
POSREGEX347 1	NN\ IN\ CD\ NN\ NNS
POSREGEX348 1	JJ\ NN\ IN\ DT\ (NN)+\ VBN\ IN\ CD\ IN\ DT\ CD\ NNS
POSREGEX349 1	JJ\ CC\ DT\ NN\ NNS\ IN\ DT\ NNP\ NN
POSREGEX350 1	VBG\ NN\ \,\ JJ\ VBN\ NNP\ NNS
POSREGEX351 1	CD\ CC\ CD\ NNS
POSREGEX352 1	JJ\ \(\ IN\ NN\ IN\ JJ\ \)\ NN
POSREGEX353 1	VBZ\ JJ\ NN\ NNS\ VBN\ IN\ DT\ JJ\ NN\ IN\ DT\ JJ\ NNS
POSREGEX354 1	(NN)+\ IN\ NNS\ VBG\ (JJ)+\ NN\ NNS
POSREGEX355 1	RB\ VBN\ NN\ NNS
POSREGEX356 1	VB\ DT\ (NN)+\ NNS\ CC\ (NN)+\ IN\ NNS
